"route_short_name","route_long_name","route_id","total_schedule_duration","date","month","n","n_on_time","n_early","n_late","otp","log_x1","mae_ratio","sd_mae_ratio","1 - normalised mae ratio","log_I_hat","I_hat"
"506","Putrajaya Sentral ~ Bandar Utama","U5068",97.3166666666667,2025-09-18,"2025-09",123,108,7,8,0.878,-0.1301,0.2715,0.409491756921831,0.7285,-0.3996,0.6706
"506","Putrajaya Sentral ~ Bandar Utama","U5068",50,2025-10-16,"2025-10",30,24,2,4,0.8,-0.2231,0.2206,0.431472578698613,0.7794,-0.4263,0.6529
"506","Putrajaya Sentral ~ Bandar Utama","U5068",50,2025-11-10,"2025-11",131,108,9,14,0.8244,-0.1931,0.2668,0.193757872528232,0.7332,-0.4571,0.6331
"540","Putra Permai ~ Stesen KTM Serdang","U5408",66.2166666666667,2025-07-18,"2025-07",83,61,21,1,0.7349,-0.308,0.1115,3.66960539603008,0.8885,-0.4129,0.6617
"540","Putra Permai ~ Stesen KTM Serdang","U5408",60.8833333333333,2025-08-13,"2025-08",56,43,11,2,0.7679,-0.2642,0.1949,0.104284798113853,0.8051,-0.4395,0.6444
"540","Putra Permai ~ Stesen KTM Serdang","U5408",65.1166666666667,2025-09-10,"2025-09",201,165,31,5,0.8209,-0.1974,0.2438,0.206884877210251,0.7562,-0.4298,0.6506
"540","Putra Permai ~ Stesen KTM Serdang","U5408",67.3666666666667,2025-10-07,"2025-10",157,121,34,2,0.7707,-0.2605,0.16,1.16257176610392,0.84,-0.401,0.6697
"540","Putra Permai ~ Stesen KTM Serdang","U5408",51.4833333333333,2025-11-19,"2025-11",127,93,29,5,0.7323,-0.3116,0.2114,0.552566605185897,0.7886,-0.5056,0.6031
"541","Putra Permai ~ Stesen LRT BK 5","U5410",70,2025-07-23,"2025-07",351,65,286,0,0.1852,-1.6864,0.2902,0.0176068539026092,0.7098,-2.014,0.1335
"541","Putra Permai ~ Stesen LRT BK 5","U5410",70,2025-08-22,"2025-08",334,62,271,1,0.1856,-1.684,0.3152,0.0139487992314751,0.6848,-2.0522,0.1285
"541","Putra Permai ~ Stesen LRT BK 5","U5410",70,2025-09-11,"2025-09",304,62,242,0,0.2039,-1.5899,0.3128,0.0142494536072291,0.6872,-1.9523,0.1419
"541","Putra Permai ~ Stesen LRT BK 5","U5410",70,2025-10-16,"2025-10",140,28,112,0,0.2,-1.6094,0.3144,0.0222836800088505,0.6856,-1.9751,0.1387
"541","Putra Permai ~ Stesen LRT BK 5","U5410",70,2025-11-13,"2025-11",299,58,239,2,0.194,-1.64,0.3114,0.312204501288819,0.6886,-2.0012,0.1352
"580","Desa Petaling ~ Hab Lebuh Pudu via Stesen LRT Salak Selatan","U5800",47.6166666666667,2025-07-31,"2025-07",293,261,10,22,0.8908,-0.1157,37.3422,22.0280288981755,0,NA,0
"580","Desa Petaling ~ Hab Lebuh Pudu via Stesen LRT Salak Selatan","U5800",49.2333333333333,2025-08-15,"2025-08",572,530,11,31,0.9266,-0.0763,0.5525,15.9841436598319,0.4475,-0.9617,0.3822
"580","Desa Petaling ~ Hab Lebuh Pudu via Stesen LRT Salak Selatan","U5800",49.4833333333333,2025-09-19,"2025-09",261,243,6,12,0.931,-0.0715,0.5544,17.786570837019,0.4456,-0.9627,0.3819
"580","Desa Petaling ~ Hab Lebuh Pudu via Stesen LRT Salak Selatan","U5800",31.3166666666667,2025-10-09,"2025-10",127,118,2,7,0.9291,-0.0735,0.1478,15.2054912801734,0.8522,-0.2001,0.8186
"580","Desa Petaling ~ Hab Lebuh Pudu via Stesen LRT Salak Selatan","U5800",8.13333333333333,2025-11-28,"2025-11",52,48,0,4,0.9231,-0.08,0.6118,17.9950997308515,0.3882,-1.1482,0.3172
"581","Desa Tasik ~ Stesen LRT Bandar Tasik Selatan","U5810",35.0666666666667,2025-07-22,"2025-07",154,101,44,9,0.6558,-0.4218,0.1703,0.0193460794610648,0.8297,-0.5751,0.5626
"581","Desa Tasik ~ Stesen LRT Bandar Tasik Selatan","U5810",35.0666666666667,2025-08-01,"2025-08",176,120,46,10,0.6818,-0.383,0.2546,0.0899563634954934,0.7454,-0.6333,0.5308
"581","Desa Tasik ~ Stesen LRT Bandar Tasik Selatan","U5810",35.0666666666667,2025-09-19,"2025-09",207,138,57,12,0.6667,-0.4055,0.2155,0.0482866833697415,0.7845,-0.6062,0.5454
"581","Desa Tasik ~ Stesen LRT Bandar Tasik Selatan","U5810",31.2333333333333,2025-10-24,"2025-10",59,37,19,3,0.6271,-0.4666,0.2944,0.191999494779729,0.7056,-0.7776,0.4595
"581","Desa Tasik ~ Stesen LRT Bandar Tasik Selatan","U5810",35.0666666666667,2025-11-11,"2025-11",188,125,52,11,0.6649,-0.4081,0.2833,0.443069658932618,0.7167,-0.7005,0.4963
"590","Bandar Sungai Long ~ Hab Lebuh Pudu","U5900",50.55,2025-07-22,"2025-07",842,794,30,18,0.943,-0.0587,0.0582,0.0280316372648305,0.9418,-0.1318,0.8765
"590","Bandar Sungai Long ~ Hab Lebuh Pudu","U5900",49.3666666666667,2025-08-19,"2025-08",1342,1252,64,26,0.9329,-0.0694,0.0547,0.444164408642523,0.9453,-0.1418,0.8678
"590","Bandar Sungai Long ~ Hab Lebuh Pudu","U5900",127.383333333333,2025-09-19,"2025-09",1548,1451,81,16,0.9373,-0.0647,0.061,0.139773123824972,0.939,-0.1391,0.8701
"590","Bandar Sungai Long ~ Hab Lebuh Pudu","U5900",47.9166666666667,2025-10-02,"2025-10",667,617,36,14,0.925,-0.0779,0.1502,2.78257958575891,0.8498,-0.2068,0.8132
"590","Bandar Sungai Long ~ Hab Lebuh Pudu","U5900",93.2499999999999,2025-11-14,"2025-11",312,291,16,5,0.9327,-0.0697,0.0653,0.153122363786831,0.9347,-0.1458,0.8643
"600","Puchong Utama ~ Hab Pasar Seni","U6000",75.2166666666667,2025-07-31,"2025-07",3501,3287,166,48,0.9389,-0.0631,0.1025,0.0206307207900307,0.8975,-0.1578,0.854
"600","Puchong Utama ~ Hab Pasar Seni","U6000",74.55,2025-08-22,"2025-08",3860,3613,188,59,0.936,-0.0661,0.1107,0.0299192898438767,0.8893,-0.1658,0.8472
"600","Puchong Utama ~ Hab Pasar Seni","U6000",75.0333333333333,2025-09-18,"2025-09",3252,3063,174,15,0.9419,-0.0599,0.0899,0.0744829988935932,0.9101,-0.1474,0.8629
"600","Puchong Utama ~ Hab Pasar Seni","U6000",75.7333333333333,2025-10-06,"2025-10",804,759,22,23,0.944,-0.0576,0.1087,0.13626276952751,0.8913,-0.1557,0.8558
"600","Puchong Utama ~ Hab Pasar Seni","U6000",75.7333333333333,2025-11-13,"2025-11",3083,2896,138,49,0.9393,-0.0626,0.0991,0.0153393828645962,0.9009,-0.1551,0.8563
"602","Puchong Prima ~ IOI Puchong","U6020",53.7833333333333,2025-07-29,"2025-07",268,206,43,19,0.7687,-0.2631,8.7723,11.2436847516368,0,NA,0
"602","Puchong Prima ~ IOI Puchong","U6020",53.7833333333333,2025-08-25,"2025-08",308,250,37,21,0.8117,-0.2086,0.6508,13.8425674856943,0.3492,-1.4095,0.2443
"602","Puchong Prima ~ IOI Puchong","U6020",53.7833333333333,2025-09-29,"2025-09",104,82,17,5,0.7885,-0.2377,14.6033,10.7234241476038,0,NA,0
"602","Puchong Prima ~ IOI Puchong","U6020",41.9666666666667,2025-10-13,"2025-10",88,70,14,4,0.7955,-0.2288,0.3698,2.7253199890601,0.6302,-0.6696,0.5119
"602","Puchong Prima ~ IOI Puchong","U6020",48.25,2025-11-20,"2025-11",90,79,8,3,0.8778,-0.1304,0.222,1.97464003748152,0.778,-0.3338,0.7162
"640","Hab Bas Sri Manja ~ Hab Pasar Seni","U6400",35,2025-07-16,"2025-07",1538,1414,102,22,0.9194,-0.0841,0.0959,0.145949579251858,0.9041,-0.1752,0.8393
"640","Hab Bas Sri Manja ~ Hab Pasar Seni","U6400",35,2025-08-13,"2025-08",1673,1534,113,26,0.9169,-0.0867,0.1013,0.0482164450310117,0.8987,-0.181,0.8344
"640","Hab Bas Sri Manja ~ Hab Pasar Seni","U6400",35,2025-09-26,"2025-09",766,705,46,15,0.9204,-0.083,0.0884,0.132562490874787,0.9116,-0.17,0.8437
"640","Hab Bas Sri Manja ~ Hab Pasar Seni","U6400",34.4666666666667,2025-10-29,"2025-10",836,782,49,5,0.9354,-0.0668,0.1257,0.127513859784846,0.8743,-0.1762,0.8385
"640","Hab Bas Sri Manja ~ Hab Pasar Seni","U6400",35,2025-11-20,"2025-11",1383,1273,91,19,0.9205,-0.0829,0.0901,0.0153101273672037,0.9099,-0.1708,0.843
"641","Stesen LRT Subang Jaya ~ Pearl Point","U6410",52.9833333333333,2025-07-07,"2025-07",116,102,8,6,0.8793,-0.1286,0.2244,1.32094156519759,0.7756,-0.3349,0.7154
"641","Stesen LRT Subang Jaya ~ Pearl Point","U6410",59.3,2025-08-11,"2025-08",66,58,7,1,0.8788,-0.1292,0.0485,NA,0.9515,-0.2008,0.8181
"650","Taman Desa ~ Hab Pasar Seni","U6500",61.3166666666667,2025-07-30,"2025-07",319,288,27,4,0.9028,-0.1022,0.0713,0.845680421025537,0.9287,-0.1816,0.8339
"650","Taman Desa ~ Hab Pasar Seni","U6500",61.3166666666667,2025-08-28,"2025-08",420,375,43,2,0.8929,-0.1133,0.0568,0.0407845086136531,0.9432,-0.1874,0.8291
"650","Taman Desa ~ Hab Pasar Seni","U6500",60.0666666666667,2025-09-24,"2025-09",485,437,46,2,0.901,-0.1042,0.0839,0.230603459618964,0.9161,-0.1893,0.8275
"650","Taman Desa ~ Hab Pasar Seni","U6500",60.0666666666667,2025-10-14,"2025-10",160,142,17,1,0.8875,-0.1193,0.0771,0.484692628356038,0.9229,-0.2014,0.8176
"650","Taman Desa ~ Hab Pasar Seni","U6500",61.3166666666667,2025-11-19,"2025-11",379,345,33,1,0.9103,-0.094,0.1014,0.919652036891309,0.8986,-0.1885,0.8282
"651","Stesen LRT Muhibbah ~Pearl Point","U6510",51.3,2025-07-29,"2025-07",150,116,25,9,0.7733,-0.257,0.1062,15.3206240519396,0.8938,-0.3575,0.6994
"651","Stesen LRT Muhibbah ~Pearl Point","U6510",52.5,2025-08-12,"2025-08",243,195,33,15,0.8025,-0.2201,0.3607,3.56405735856522,0.6393,-0.6429,0.5258
"651","Stesen LRT Muhibbah ~Pearl Point","U6510",51.2166666666667,2025-09-18,"2025-09",122,102,16,4,0.8361,-0.179,0.154,2.10768875074096,0.846,-0.3129,0.7313
"651","Stesen LRT Muhibbah ~Pearl Point","U6510",40.9166666666667,2025-10-08,"2025-10",47,38,8,1,0.8085,-0.2126,0.1341,0.356710147286966,0.8659,-0.3312,0.7181
"651","Stesen LRT Muhibbah ~Pearl Point","U6510",51.7666666666667,2025-11-11,"2025-11",180,144,27,9,0.8,-0.2231,0.094,3.05400453522366,0.906,-0.3157,0.7293
"652","Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama","U6520",66.8333333333333,2025-07-08,"2025-07",198,187,6,5,0.9444,-0.0572,0.0785,0.034292126223794,0.9215,-0.139,0.8702
"652","Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama","U6520",70.2,2025-08-05,"2025-08",490,454,24,12,0.9265,-0.0763,0.048,0.0252320525560343,0.952,-0.1468,0.8635
"652","Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama","U6520",68.6,2025-09-02,"2025-09",90,80,9,1,0.8889,-0.1178,0.025,0.15188543873591,0.975,-0.1831,0.8327
"652","Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama","U6520",15.0333333333333,2025-10-15,"2025-10",33,31,2,0,0.9394,-0.0625,0.0138,0.566728337464123,0.9862,-0.1248,0.8827
"652","Stesen LRT Awan Besar ~Batu 3 Jalan Klang Lama","U6520",54.8666666666667,2025-11-11,"2025-11",338,322,8,8,0.9527,-0.0485,0.1173,0.240710754502854,0.8827,-0.1519,0.8591
"708","Klang ~ Sunway Pyramid via Hentian Bandar","U7088",58.3666666666667,2025-07-08,"2025-07",289,232,41,16,0.8028,-0.2197,0.175,0.0546506360055423,0.825,-0.3738,0.6881
"708","Klang ~ Sunway Pyramid via Hentian Bandar","U7088",88.2666666666667,2025-08-14,"2025-08",351,290,40,21,0.8262,-0.1909,0.1932,0.0344421274438317,0.8068,-0.3626,0.6959
"708","Klang ~ Sunway Pyramid via Hentian Bandar","U7088",50.5666666666667,2025-09-29,"2025-09",88,73,14,1,0.8295,-0.1869,0.2049,0.124633367682452,0.7951,-0.3712,0.6899
"708","Klang ~ Sunway Pyramid via Hentian Bandar","U7088",42.3666666666667,2025-10-21,"2025-10",78,64,13,1,0.8205,-0.1978,0.1858,0.0966396077593384,0.8142,-0.3622,0.6961
"708","Klang ~ Sunway Pyramid via Hentian Bandar","U7088",73.9833333333333,2025-11-21,"2025-11",197,165,23,9,0.8376,-0.1773,0.1838,0.0762719320916941,0.8162,-0.3391,0.7124
"750","Hab Sekysen 2 ~ Hab Pasar Seni","U7508",58.7833333333333,2025-07-24,"2025-07",924,810,95,19,0.8766,-0.1317,0.0705,0.0485010957049939,0.9295,-0.2114,0.8095
"750","Hab Sekysen 2 ~ Hab Pasar Seni","U7508",59.45,2025-08-01,"2025-08",992,868,103,21,0.875,-0.1335,0.0693,0.0152207799687514,0.9307,-0.2129,0.8082
"750","Hab Sekysen 2 ~ Hab Pasar Seni","U7508",58.1,2025-09-02,"2025-09",536,468,59,9,0.8731,-0.1357,0.0483,0.423215482785402,0.9517,-0.2071,0.8129
"750","Hab Sekysen 2 ~ Hab Pasar Seni","U7508",59.3166666666667,2025-10-13,"2025-10",250,219,21,10,0.876,-0.1324,0.0872,0.825903343413948,0.9128,-0.2198,0.8027
"750","Hab Sekysen 2 ~ Hab Pasar Seni","U7508",58.7333333333333,2025-11-04,"2025-11",742,657,60,25,0.8854,-0.1217,0.0873,0.244222805292626,0.9127,-0.2089,0.8115
"751","Taman Sri Muda ~ Hab Pasar Seni","U7510",59.0166666666667,2025-07-14,"2025-07",1015,873,126,16,0.8601,-0.1507,0.0907,0.158031635648096,0.9093,-0.2402,0.7865
"751","Taman Sri Muda ~ Hab Pasar Seni","U7510",60,2025-08-26,"2025-08",712,625,66,21,0.8778,-0.1303,0.1267,0.0260858509358545,0.8733,-0.242,0.7851
"751","Taman Sri Muda ~ Hab Pasar Seni","U7510",57.0666666666667,2025-09-23,"2025-09",716,620,84,12,0.8659,-0.144,0.1062,0.0429406871670574,0.8938,-0.2423,0.7848
"751","Taman Sri Muda ~ Hab Pasar Seni","U7510",58.1333333333333,2025-10-06,"2025-10",263,227,28,8,0.8631,-0.1472,0.165,0.197820739669252,0.835,-0.2902,0.7481
"751","Taman Sri Muda ~ Hab Pasar Seni","U7510",59.25,2025-11-14,"2025-11",553,484,55,14,0.8752,-0.1333,0.1222,0.0403278894397744,0.8778,-0.2417,0.7853
"752","Stesen LRT Putra Height ~ Hentian Bandar Shah Alam","U7520",46.9166666666667,2025-07-29,"2025-07",367,337,24,6,0.9183,-0.0853,0.0518,0.0219250646178757,0.9482,-0.1568,0.8549
"752","Stesen LRT Putra Height ~ Hentian Bandar Shah Alam","U7520",46.1,2025-08-01,"2025-08",372,341,22,9,0.9167,-0.087,0.0562,0.0562786934224075,0.9438,-0.1603,0.8519
"752","Stesen LRT Putra Height ~ Hentian Bandar Shah Alam","U7520",45,2025-09-23,"2025-09",267,245,15,7,0.9176,-0.086,0.0282,0.0356466010076514,0.9718,-0.1514,0.8595
"752","Stesen LRT Putra Height ~ Hentian Bandar Shah Alam","U7520",36.7333333333333,2025-10-06,"2025-10",64,59,3,2,0.9219,-0.0813,0.0629,0.0363992141701959,0.9371,-0.1567,0.855
"752","Stesen LRT Putra Height ~ Hentian Bandar Shah Alam","U7520",55.8166666666667,2025-11-14,"2025-11",238,218,17,3,0.916,-0.0878,0.0364,0.0247260962008428,0.9636,-0.1553,0.8562
"753","Hentian Bandar Shah Alam ~ UiTM Puncak Alam","U7538",102,2025-07-31,"2025-07",231,214,8,9,0.9264,-0.0764,0.4079,0.107426293695143,0.5921,-0.5933,0.5525
"753","Hentian Bandar Shah Alam ~ UiTM Puncak Alam","U7538",81.5,2025-08-05,"2025-08",64,57,3,4,0.8906,-0.1158,0.5146,0.100307049317868,0.4854,-0.895,0.4086
"753","Hentian Bandar Shah Alam ~ UiTM Puncak Alam","U7538",104.5,2025-09-09,"2025-09",214,196,4,14,0.9159,-0.0879,0.4308,0.304251192284494,0.5692,-0.6562,0.5188
"753","Hentian Bandar Shah Alam ~ UiTM Puncak Alam","U7538",58.7,2025-10-29,"2025-10",119,110,5,4,0.9244,-0.0786,0.2781,0.913027897481827,0.7219,-0.3569,0.6998
"753","Hentian Bandar Shah Alam ~ UiTM Puncak Alam","U7538",67.7166666666667,2025-11-19,"2025-11",139,128,4,7,0.9209,-0.0824,0.3618,0.197917093332873,0.6382,-0.5047,0.6037
"754","Sekysen 13 Shah Alam ~ UITM Puncak Perdana","U7548",48.3666666666667,2025-07-25,"2025-07",51,44,5,2,0.8627,-0.1476,0.0994,0.0458532432980331,0.9006,-0.242,0.7851
"754","Sekysen 13 Shah Alam ~ UITM Puncak Perdana","U7548",47.9166666666667,2025-08-18,"2025-08",239,208,20,11,0.8703,-0.1389,0.1053,0.0416865360244082,0.8947,-0.2365,0.7894
"754","Sekysen 13 Shah Alam ~ UITM Puncak Perdana","U7548",33.85,2025-09-30,"2025-09",41,34,1,6,0.8293,-0.1872,0.2248,2.58467583111076,0.7752,-0.3952,0.6735
"754","Sekysen 13 Shah Alam ~ UITM Puncak Perdana","U7548",33.6166666666667,2025-10-01,"2025-10",119,104,5,10,0.8739,-0.1347,0.1313,0.80640264114999,0.8687,-0.2496,0.7791
"754","Sekysen 13 Shah Alam ~ UITM Puncak Perdana","U7548",48.3666666666667,2025-11-17,"2025-11",169,147,13,9,0.8698,-0.1395,0.0708,1.25030054093672,0.9292,-0.2191,0.8032
"770","Subang Mewah USJ 1 ~ Hab Pasar Seni","U7700",50,2025-07-10,"2025-07",414,338,55,21,0.8164,-0.2028,0.2264,1.68744959532393,0.7736,-0.413,0.6617
"770","Subang Mewah USJ 1 ~ Hab Pasar Seni","U7700",49.0666666666667,2025-08-13,"2025-08",419,347,57,15,0.8282,-0.1885,0.2838,0.832174370921772,0.7162,-0.4778,0.6201
"770","Subang Mewah USJ 1 ~ Hab Pasar Seni","U7700",48.7,2025-09-23,"2025-09",199,162,27,10,0.8141,-0.2057,0.271,0.543286824335665,0.729,-0.4761,0.6212
"770","Subang Mewah USJ 1 ~ Hab Pasar Seni","U7700",52.7833333333333,2025-10-24,"2025-10",142,118,23,1,0.831,-0.1851,0.2013,0.522583168633021,0.7987,-0.3657,0.6937
"770","Subang Mewah USJ 1 ~ Hab Pasar Seni","U7700",50,2025-11-21,"2025-11",395,325,56,14,0.8228,-0.1951,0.2022,0.136842284979217,0.7978,-0.3768,0.6861
"771","Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan","U7718",44.9,2025-07-22,"2025-07",97,93,0,4,0.9588,-0.0421,0.2346,44.2138553279694,0.7654,-0.2593,0.7716
"771","Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan","U7718",45.9333333333333,2025-08-01,"2025-08",151,145,1,5,0.9603,-0.0405,0.2023,64.6454005233717,0.7977,-0.2195,0.8029
"771","Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan","U7718",47.7,2025-09-09,"2025-09",268,261,1,6,0.9739,-0.0265,0.1142,29.623523946613,0.8858,-0.1277,0.8801
"771","Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan","U7718",29.8833333333333,2025-10-28,"2025-10",70,66,0,4,0.9429,-0.0588,0.1825,28.4366632243884,0.8175,-0.217,0.8049
"771","Subang Mewah USJ 1 ~ Desa Mentari via Persiaran Tujuan","U7718",48.8,2025-11-07,"2025-11",146,139,0,7,0.9521,-0.0491,0.1073,18.2709199572438,0.8927,-0.1464,0.8638
"772","Subang Suria Mah Sing ~ Hab Pasar Seni","U7720",98.0333333333334,2025-07-30,"2025-07",631,535,83,13,0.8479,-0.165,0.0845,0.128137046045123,0.9155,-0.2518,0.7774
"772","Subang Suria Mah Sing ~ Hab Pasar Seni","U7720",92.9666666666667,2025-08-19,"2025-08",766,650,104,12,0.8486,-0.1642,0.0833,0.0254092821434927,0.9167,-0.2504,0.7785
"772","Subang Suria Mah Sing ~ Hab Pasar Seni","U7720",88.2666666666667,2025-09-02,"2025-09",374,315,53,6,0.8422,-0.1717,0.0711,0.0410943999333529,0.9289,-0.2524,0.7769
"772","Subang Suria Mah Sing ~ Hab Pasar Seni","U7720",90.8333333333334,2025-10-29,"2025-10",240,202,35,3,0.8417,-0.1724,0.0789,0.132254908746125,0.9211,-0.2567,0.7736
"772","Subang Suria Mah Sing ~ Hab Pasar Seni","U7720",91.4,2025-11-20,"2025-11",550,467,74,9,0.8491,-0.1636,0.102,0.504103192767447,0.898,-0.2597,0.7713
"780","Kota Damansara ~ Hab Pasar Seni","U7800",52.5333333333333,2025-07-31,"2025-07",604,582,10,12,0.9636,-0.0371,0.032,0.0476503822944405,0.968,-0.1026,0.9025
"780","Kota Damansara ~ Hab Pasar Seni","U7800",51.9,2025-08-13,"2025-08",430,413,7,10,0.9605,-0.0403,0.0565,1.25358402774567,0.9435,-0.113,0.8932
"780","Kota Damansara ~ Hab Pasar Seni","U7800",50.3833333333333,2025-09-11,"2025-09",615,589,8,18,0.9577,-0.0432,0.0602,0.829976596272134,0.9398,-0.1169,0.8897
"780","Kota Damansara ~ Hab Pasar Seni","U7800",35.3833333333333,2025-10-03,"2025-10",90,85,2,3,0.9444,-0.0572,0.0269,0.152619060400078,0.9731,-0.122,0.8851
"780","Kota Damansara ~ Hab Pasar Seni","U7800",51.05,2025-11-14,"2025-11",459,447,5,7,0.9739,-0.0265,0.0433,1.88557757852203,0.9567,-0.0945,0.9098
"782","Hentian PJ Old Town ~ Hab Pasar Seni","U7828",32.6333333333333,2025-07-30,"2025-07",213,168,42,3,0.7887,-0.2373,0.1673,0.0623345608018195,0.8327,-0.3843,0.6809
"782","Hentian PJ Old Town ~ Hab Pasar Seni","U7828",31.8333333333333,2025-08-11,"2025-08",186,148,35,3,0.7957,-0.2285,0.2331,0.0553340031514249,0.7669,-0.4476,0.6392
"782","Hentian PJ Old Town ~ Hab Pasar Seni","U7828",29.2666666666667,2025-09-08,"2025-09",212,166,40,6,0.783,-0.2446,0.1498,0.0744273126565849,0.8502,-0.3764,0.6863
"782","Hentian PJ Old Town ~ Hab Pasar Seni","U7828",22.9666666666667,2025-10-31,"2025-10",59,47,12,0,0.7966,-0.2274,0.1301,0.0979483317501666,0.8699,-0.343,0.7096
"782","Hentian PJ Old Town ~ Hab Pasar Seni","U7828",32.0666666666667,2025-11-18,"2025-11",327,250,69,8,0.7645,-0.2685,0.1314,0.0605295957225334,0.8686,-0.3862,0.6796
"783","Stesen LRT Kelana Jaya ~ Subang Parade","U7830",18.6666666666667,2025-07-16,"2025-07",218,198,0,20,0.9083,-0.0962,0.4098,0.183147086724016,0.5902,-0.6175,0.5393
"783","Stesen LRT Kelana Jaya ~ Subang Parade","U7830",18.6666666666667,2025-08-01,"2025-08",158,139,0,19,0.8797,-0.1281,0.5212,0.483763841490177,0.4788,-0.9255,0.3963
"783","Stesen LRT Kelana Jaya ~ Subang Parade","U7830",18.0833333333333,2025-09-24,"2025-09",141,127,0,14,0.9007,-0.1046,0.7159,0.480780267775574,0.2841,-1.5379,0.2148
"783","Stesen LRT Kelana Jaya ~ Subang Parade","U7830",17.8833333333333,2025-10-28,"2025-10",164,152,0,12,0.9268,-0.076,2.1499,2.53390934125453,0,NA,0
"783","Stesen LRT Kelana Jaya ~ Subang Parade","U7830",18.0833333333333,2025-11-13,"2025-11",248,223,0,25,0.8992,-0.1063,0.6164,1.49811686714522,0.3836,-1.1898,0.3043
"801","Bandar Utama ~ Metro Prima","U8010",70.95,2025-07-31,"2025-07",216,167,44,5,0.7731,-0.2573,0.1624,0.40445789297982,0.8376,-0.4002,0.6702
"801","Bandar Utama ~ Metro Prima","U8010",79.9333333333333,2025-08-12,"2025-08",245,187,58,0,0.7633,-0.2701,0.1926,0.42463739663276,0.8074,-0.4425,0.6424
"801","Bandar Utama ~ Metro Prima","U8010",50.3833333333333,2025-09-26,"2025-09",68,52,16,0,0.7647,-0.2683,0.172,0.0780392596437949,0.828,-0.4203,0.6568
"801","Bandar Utama ~ Metro Prima","U8010",41.5,2025-10-06,"2025-10",44,36,7,1,0.8182,-0.2007,0.2246,0.118813420959082,0.7754,-0.4084,0.6647
"801","Bandar Utama ~ Metro Prima","U8010",73.9666666666667,2025-11-21,"2025-11",150,117,32,1,0.78,-0.2485,0.2545,0.11268570154786,0.7455,-0.4962,0.6088
"802","Stesen LRT Kelana Jaya ~ Kota Damansara","U8020",126.883333333333,2025-07-31,"2025-07",216,145,62,9,0.6713,-0.3985,4.2711,2.28067467046269,0,NA,0
"802","Stesen LRT Kelana Jaya ~ Kota Damansara","U8020",129.516666666667,2025-08-04,"2025-08",129,87,37,5,0.6744,-0.3939,0.2863,1.66764440562701,0.7137,-0.6909,0.5011
"802","Stesen LRT Kelana Jaya ~ Kota Damansara","U8020",30.4333333333333,2025-09-25,"2025-09",32,21,10,1,0.6562,-0.4212,0.4885,2.37605942260947,0.5115,-1.137,0.3208
"802","Stesen LRT Kelana Jaya ~ Kota Damansara","U8020",85.4333333333333,2025-10-27,"2025-10",70,45,22,3,0.6429,-0.4418,0.2457,0.47861017205711,0.7543,-0.6813,0.506
"802","Stesen LRT Kelana Jaya ~ Kota Damansara","U8020",127.716666666667,2025-11-03,"2025-11",205,131,64,10,0.639,-0.4478,0.2906,1.4383400748635,0.7094,-0.7525,0.4712
"821","Pantai Hill Park ~ Hab Pasar Seni","U8210",48.05,2025-07-30,"2025-07",1074,969,80,25,0.9022,-0.1029,2.1816,1.44897433896541,0,NA,0
"821","Pantai Hill Park ~ Hab Pasar Seni","U8210",48.05,2025-08-26,"2025-08",1097,998,76,23,0.9098,-0.0946,1.6981,1.66689934537723,0,NA,0
"821","Pantai Hill Park ~ Hab Pasar Seni","U8210",48.05,2025-09-23,"2025-09",825,750,61,14,0.9091,-0.0953,0.1137,1.43387671861391,0.8863,-0.1973,0.8209
"821","Pantai Hill Park ~ Hab Pasar Seni","U8210",47.4,2025-10-30,"2025-10",407,370,30,7,0.9091,-0.0953,0.1397,1.1322544478401,0.8603,-0.2162,0.8056
"821","Pantai Hill Park ~ Hab Pasar Seni","U8210",47.4,2025-11-11,"2025-11",993,899,73,21,0.9053,-0.0994,0.063,0.728169775275656,0.937,-0.1754,0.8391
"822","STESEN LRT BANGSAR ~ BANGSAR SHOPPING CENTRE","U8220",22.9666666666667,2025-07-31,"2025-07",175,167,3,5,0.9543,-0.0468,5.4593,8.85816227297891,0,NA,0
"822","STESEN LRT BANGSAR ~ BANGSAR SHOPPING CENTRE","U8220",22.9833333333333,2025-08-29,"2025-08",146,142,1,3,0.9726,-0.0278,5.2947,5.3070643112652,0,NA,0
"822","STESEN LRT BANGSAR ~ BANGSAR SHOPPING CENTRE","U8220",18.8,2025-09-29,"2025-09",58,55,1,2,0.9483,-0.0531,14.0308,5.78903000328958,0,NA,0
"822","STESEN LRT BANGSAR ~ BANGSAR SHOPPING CENTRE","U8220",20.0333333333333,2025-10-31,"2025-10",103,99,1,3,0.9612,-0.0396,7.7799,6.21662629635117,0,NA,0
"822","STESEN LRT BANGSAR ~ BANGSAR SHOPPING CENTRE","U8220",22.7666666666667,2025-11-21,"2025-11",184,175,2,7,0.9511,-0.0501,5.6818,4.82970796514913,0,NA,0
