"route_id","total_schedule_duration","date","month","n","n_on_time","n_early","n_late","otp","log_x1","mae_ratio","sd_mae_ratio","1 - normalised mae ratio","log_I_hat","I_hat"
"T585",45.2333333333333,2025-10-06,"2025-10",194,186,1,7,0.9588,-0.0421,0.0586,0.12949552989018,0.9414,-0.0886,0.9152
"T585",81.3666666666667,2025-11-25,"2025-11",664,641,7,16,0.9654,-0.0353,0.0529,0.180856781920576,0.9471,-0.0782,0.9248
"T586",36.2166666666667,2025-07-07,"2025-07",395,378,16,1,0.957,-0.044,0.0168,0.168705447300074,0.9832,-0.076,0.9268
"T586",67.85,2025-08-28,"2025-08",445,428,15,2,0.9618,-0.039,0.0148,0.0461692273472944,0.9852,-0.0697,0.9327
"T586",63.2666666666667,2025-09-18,"2025-09",515,494,21,0,0.9592,-0.0416,0.0139,0.073469776394639,0.9861,-0.0728,0.9298
"T586",63.2666666666667,2025-10-22,"2025-10",359,343,15,1,0.9554,-0.0456,0.0115,0.234500243463872,0.9885,-0.0768,0.9261
"T586",36.2166666666667,2025-11-10,"2025-11",353,338,13,2,0.9575,-0.0434,0.0334,0.0891124482512591,0.9666,-0.0803,0.9228
"T587",19.2333333333333,2025-07-28,"2025-07",342,337,3,2,0.9854,-0.0147,0.0562,0.232349131702378,0.9438,-0.0557,0.9458
"T587",19.2333333333333,2025-08-04,"2025-08",343,336,1,6,0.9796,-0.0206,0.0176,0.108804688247407,0.9824,-0.0491,0.9521
"T587",38.4666666666667,2025-09-12,"2025-09",291,285,1,5,0.9794,-0.0208,0.0225,0.145065247688606,0.9775,-0.0503,0.9509
"T587",38.4666666666667,2025-10-23,"2025-10",413,400,7,6,0.9685,-0.032,0.0234,0.145929137755809,0.9766,-0.064,0.938
"T587",38.4666666666667,2025-11-07,"2025-11",320,311,2,7,0.9719,-0.0285,0.0262,0.170841045224306,0.9738,-0.0606,0.9412
"T588",51.3666666666667,2025-07-18,"2025-07",472,432,34,6,0.9153,-0.0886,0.0427,0.137184741723791,0.9573,-0.1356,0.8732
"T588",45.8333333333333,2025-08-19,"2025-08",416,377,29,10,0.9062,-0.0984,0.0862,0.117544901862421,0.9138,-0.1687,0.8448
"T588",25.9333333333333,2025-09-22,"2025-09",403,375,18,10,0.9305,-0.072,0.1679,0.309905347839571,0.8321,-0.2073,0.8128
"T588",25.4333333333333,2025-10-25,"2025-10",63,56,6,1,0.8889,-0.1178,0.0376,0.20064382207898,0.9624,-0.1672,0.846
"T588",51.0666666666667,2025-11-25,"2025-11",400,373,20,7,0.9325,-0.0699,0.0601,0.101973901889977,0.9399,-0.1212,0.8859
"T589",59.2333333333333,2025-07-04,"2025-07",431,409,21,1,0.949,-0.0524,0.0392,0.155816891860843,0.9608,-0.0927,0.9115
"T589",29.6166666666667,2025-08-13,"2025-08",136,127,8,1,0.9338,-0.0685,0.0323,0.32336404595345,0.9677,-0.1089,0.8968
"T589",56.75,2025-09-26,"2025-09",489,459,27,3,0.9387,-0.0633,0.0286,0.656765878462271,0.9714,-0.1012,0.9038
"T589",29.6166666666667,2025-10-18,"2025-10",78,73,5,0,0.9359,-0.0662,0.0496,0.170029242959964,0.9504,-0.1126,0.8935
"T589",59.2333333333333,2025-11-06,"2025-11",258,245,9,4,0.9496,-0.0517,0.0321,0.108101113623619,0.9679,-0.0891,0.9148
"T772",77.2,2025-07-08,"2025-07",447,370,65,12,0.8277,-0.1891,0.1133,0.0464120673963141,0.8867,-0.2926,0.7463
"T772",119.5,2025-08-29,"2025-08",571,464,99,8,0.8126,-0.2075,0.0839,0.184300816476342,0.9161,-0.2934,0.7457
"T772",71.4666666666667,2025-09-26,"2025-09",437,355,75,7,0.8124,-0.2078,0.104,0.0348611396539329,0.896,-0.3074,0.7354
"T772",118.733333333333,2025-10-14,"2025-10",450,367,71,12,0.8156,-0.2039,0.1096,0.184384903269889,0.8904,-0.3067,0.7359
"T772",62.4,2025-11-10,"2025-11",447,374,66,7,0.8367,-0.1783,0.1285,0.135491653248457,0.8715,-0.2925,0.7464
"T801",54.4166666666667,2025-07-04,"2025-07",525,501,15,9,0.9543,-0.0468,0.1533,0.269461007174441,0.8467,-0.1629,0.8497
"T801",54.8,2025-08-19,"2025-08",562,544,10,8,0.968,-0.0326,0.2592,0.291173011534644,0.7408,-0.2809,0.7551
"T801",52.7333333333333,2025-09-11,"2025-09",521,506,9,6,0.9712,-0.0292,0.3215,0.294910660722821,0.6785,-0.3845,0.6808
"T801",54.8,2025-10-15,"2025-10",504,493,7,4,0.9782,-0.0221,0.275,0.332305179686014,0.725,-0.2939,0.7454
"T801",50.0166666666667,2025-11-11,"2025-11",483,468,12,3,0.9689,-0.0315,0.1193,0.248350802763618,0.8807,-0.1148,0.8915
"T802",54,2025-07-22,"2025-07",563,536,17,10,0.952,-0.0491,0.0922,0.215098127941353,0.9078,-0.1153,0.8911
"T802",97.5333333333333,2025-08-06,"2025-08",765,719,27,19,0.9399,-0.062,0.0925,0.283837750728231,0.9075,-0.1309,0.8773
"T802",55.65,2025-09-30,"2025-09",651,617,21,13,0.9478,-0.0536,0.0948,0.269713849757457,0.9052,-0.1223,0.8849
"T802",75.6666666666667,2025-10-03,"2025-10",757,709,31,17,0.9366,-0.0655,0.0976,0.119439012889424,0.9024,-0.1384,0.8708
"T802",93,2025-11-07,"2025-11",696,656,21,19,0.9425,-0.0592,0.0945,0.116392932631954,0.9055,-0.1287,0.8792
"T803",97.1333333333333,2025-07-08,"2025-07",399,377,16,6,0.9449,-0.0567,0.0219,0.385885685583777,0.9781,-0.092,0.9121
"T803",86.4833333333333,2025-08-06,"2025-08",560,529,22,9,0.9446,-0.0569,0.0306,0.0797836312496781,0.9694,-0.0947,0.9096
"T803",52.8333333333333,2025-09-15,"2025-09",165,155,9,1,0.9394,-0.0625,0.0209,0.0568348368303827,0.9791,-0.0983,0.9064
"T803",84.6833333333334,2025-10-24,"2025-10",584,551,24,9,0.9435,-0.0582,0.0428,0.0436533822815069,0.9572,-0.1007,0.9042
"T803",101.083333333333,2025-11-04,"2025-11",608,574,25,9,0.9441,-0.0575,0.0316,0.0537093449348745,0.9684,-0.0958,0.9086
"T804",47.8166666666667,2025-07-17,"2025-07",126,98,27,1,0.7778,-0.2513,0.1005,0.169461829905356,0.8995,-0.3553,0.701
"T804",78.1333333333333,2025-08-13,"2025-08",187,158,25,4,0.8449,-0.1685,0.1907,0.154354465651845,0.8093,-0.3442,0.7088
"T804",48.7166666666667,2025-09-09,"2025-09",172,142,23,7,0.8256,-0.1917,0.1285,0.0878054052956548,0.8715,-0.3077,0.7351
"T804",63.6,2025-10-24,"2025-10",146,123,17,6,0.8425,-0.1714,0.1765,0.18711688949246,0.8235,-0.3314,0.7179
"T804",39.8,2025-11-08,"2025-11",17,13,4,0,0.7647,-0.2683,0.1198,1.05838408980513,0.8802,-0.3893,0.6775
"T805",43.6333333333333,2025-07-08,"2025-07",440,415,23,2,0.9432,-0.0585,0.0417,0.0162166510747371,0.9583,-0.1004,0.9045
"T805",46.8666666666667,2025-08-21,"2025-08",453,423,27,3,0.9338,-0.0685,0.0392,0.036991923650773,0.9608,-0.111,0.8949
"T805",48.8666666666667,2025-09-26,"2025-09",403,380,18,5,0.9429,-0.0588,0.0576,0.0280823465615998,0.9424,-0.1077,0.8979
"T805",23.5166666666667,2025-10-27,"2025-10",284,267,15,2,0.9401,-0.0617,0.0328,0.113281760158533,0.9672,-0.1011,0.9038
"T805",25.4333333333333,2025-11-05,"2025-11",320,300,15,5,0.9375,-0.0645,0.0459,0.0348784197845411,0.9541,-0.109,0.8967
"T807",37.3833333333333,2025-07-12,"2025-07",63,55,7,1,0.873,-0.1358,0.1006,0.0689348075525543,0.8994,-0.2215,0.8013
"T807",79.3166666666666,2025-08-07,"2025-08",894,771,117,6,0.8624,-0.148,0.081,0.0343027372758412,0.919,-0.2234,0.7998
"T807",36.9666666666667,2025-09-20,"2025-09",91,78,13,0,0.8571,-0.1542,0.0718,0.117533976509169,0.9282,-0.2248,0.7987
"T807",41.15,2025-10-27,"2025-10",392,339,48,5,0.8648,-0.1453,0.0821,0.0594873024589799,0.9179,-0.2207,0.802
"T807",41.9333333333333,2025-11-17,"2025-11",679,591,83,5,0.8704,-0.1388,0.0835,0.0301378123514852,0.9165,-0.2137,0.8076
"T808",11.05,2025-07-15,"2025-07",177,167,10,0,0.9435,-0.0582,0.022,0.0166035171161649,0.978,-0.0935,0.9107
"T808",19.3166666666667,2025-08-26,"2025-08",196,183,13,0,0.9337,-0.0686,0.0145,0.0801886634036354,0.9855,-0.1038,0.9014
"T808",20.1666666666667,2025-09-25,"2025-09",206,194,12,0,0.9417,-0.06,0.0201,0.0217838575389062,0.9799,-0.0956,0.9088
"T808",11.05,2025-10-01,"2025-10",163,152,10,1,0.9325,-0.0699,0.0217,0.0107761795713437,0.9783,-0.1072,0.8983
"T808",11.05,2025-11-19,"2025-11",124,117,7,0,0.9435,-0.0581,0.0248,0.0168028443934396,0.9752,-0.0946,0.9097
"T809",33.25,2025-07-28,"2025-07",335,295,36,4,0.8806,-0.1272,0.0289,0.0551915029175868,0.9711,-0.1754,0.8391
"T809",56.9333333333333,2025-08-08,"2025-08",332,301,26,5,0.9066,-0.098,0.0974,0.0261532089515137,0.9026,-0.1754,0.8391
"T809",56.9333333333333,2025-09-11,"2025-09",416,365,46,5,0.8774,-0.1308,0.0357,0.0194848807979455,0.9643,-0.1817,0.8339
"T809",44.35,2025-10-10,"2025-10",421,371,49,1,0.8812,-0.1264,0.0435,0.0180033347338337,0.9565,-0.1797,0.8355
"T809",56.9333333333333,2025-11-27,"2025-11",398,353,40,5,0.8869,-0.12,0.0592,0.0143781466121333,0.9408,-0.179,0.8361
"T810",34,2025-07-23,"2025-07",350,285,60,5,0.8143,-0.2054,0.0964,0.0654131546229105,0.9036,-0.2992,0.7414
"T810",34,2025-08-28,"2025-08",348,280,56,12,0.8046,-0.2174,0.0977,0.053332016794648,0.9023,-0.3138,0.7307
"T810",17.9,2025-09-02,"2025-09",220,178,31,11,0.8091,-0.2118,0.1179,0.0263760757731018,0.8821,-0.3226,0.7243
"T810",34,2025-10-08,"2025-10",338,274,58,6,0.8107,-0.2099,0.0804,0.0250771477337742,0.9196,-0.2943,0.7451
"T810",35.8,2025-11-14,"2025-11",343,276,55,12,0.8047,-0.2173,0.0884,0.0279191224790465,0.9116,-0.3079,0.735
"T811",53.4333333333333,2025-07-23,"2025-07",314,296,18,0,0.9427,-0.059,0.0382,0.0373761198957508,0.9618,-0.0996,0.9052
"T811",49.65,2025-08-14,"2025-08",354,331,21,2,0.935,-0.0672,0.0457,0.0252982735805004,0.9543,-0.1121,0.894
"T811",28.9166666666667,2025-09-17,"2025-09",347,324,22,1,0.9337,-0.0686,0.0523,0.0484426749222541,0.9477,-0.1166,0.8899
"T811",56.4833333333333,2025-10-31,"2025-10",380,356,23,1,0.9368,-0.0652,0.0418,0.0171029282243174,0.9582,-0.1081,0.8975
"T811",57.6333333333333,2025-11-20,"2025-11",479,452,22,5,0.9436,-0.058,0.0644,0.0220892296530836,0.9356,-0.1098,0.896
"T812",46.2333333333333,2025-07-23,"2025-07",317,284,33,0,0.8959,-0.1099,0.0727,0.154894075468962,0.9273,-0.1743,0.84
"T812",47.5333333333333,2025-08-19,"2025-08",327,299,24,4,0.9144,-0.0895,0.1047,0.246191516819419,0.8953,-0.171,0.8428
"T812",47.5333333333333,2025-09-18,"2025-09",361,324,37,0,0.8975,-0.1081,0.086,0.158466400224148,0.914,-0.1799,0.8354
"T812",45.7833333333333,2025-10-01,"2025-10",343,312,30,1,0.9096,-0.0947,0.0661,0.326167603565076,0.9339,-0.1533,0.8579
"T812",23.8166666666667,2025-11-19,"2025-11",215,196,18,1,0.9116,-0.0925,0.0889,0.243876770931551,0.9111,-0.1634,0.8493
"T813",34.6333333333333,2025-07-08,"2025-07",494,458,33,3,0.9271,-0.0757,0.0478,0.0412688944899382,0.9522,-0.1225,0.8847
"T813",36.05,2025-08-27,"2025-08",453,425,22,6,0.9382,-0.0638,0.0426,0.0407004842156038,0.9574,-0.1072,0.8983
"T813",20.1333333333333,2025-09-22,"2025-09",427,397,26,4,0.9297,-0.0728,0.0388,0.0225786351335229,0.9612,-0.1156,0.8908
"T813",34.6333333333333,2025-10-02,"2025-10",439,411,25,3,0.9362,-0.0659,0.0483,0.0164539922674852,0.9517,-0.1118,0.8942
"T813",20.1333333333333,2025-11-10,"2025-11",411,383,24,4,0.9319,-0.0706,0.0458,0.033594338312678,0.9542,-0.1161,0.8904
"T814",32.2666666666667,2025-07-17,"2025-07",299,289,10,0,0.9666,-0.034,0.0163,0.0217303764177996,0.9837,-0.0644,0.9376
"T814",16.4833333333333,2025-08-29,"2025-08",280,270,8,2,0.9643,-0.0364,0.0284,0.0151583625054342,0.9716,-0.0703,0.9321
"T814",16.4833333333333,2025-09-15,"2025-09",255,245,9,1,0.9608,-0.04,0.0143,0.0419354418866892,0.9857,-0.071,0.9315
"T814",32.2666666666667,2025-10-29,"2025-10",195,188,5,2,0.9641,-0.0366,0.0224,0.0127111029600715,0.9776,-0.0689,0.9334
"T814",32.6166666666667,2025-11-25,"2025-11",295,284,11,0,0.9627,-0.038,0.0158,0.0804764907700793,0.9842,-0.0686,0.9337
"T815",66.4666666666667,2025-07-18,"2025-07",943,864,56,23,0.9162,-0.0875,0.0906,0.0993068418182193,0.9094,-0.1592,0.8528
"T815",65.5333333333333,2025-08-27,"2025-08",773,701,55,17,0.9069,-0.0978,0.0555,0.095376668006384,0.9445,-0.1517,0.8592
"T815",30.8666666666667,2025-09-27,"2025-09",115,103,11,1,0.8957,-0.1102,0.0324,0.034466593519531,0.9676,-0.1568,0.8549
"T815",35.6833333333333,2025-10-06,"2025-10",354,330,15,9,0.9322,-0.0702,0.0876,0.216501787557019,0.9124,-0.1371,0.8719
"T815",61.5666666666667,2025-11-25,"2025-11",733,664,49,20,0.9059,-0.0989,0.0542,0.112310644790836,0.9458,-0.1525,0.8586
"T816",19.9,2025-07-21,"2025-07",309,277,22,10,0.8964,-0.1093,0.0871,0.0734237018952327,0.9129,-0.1817,0.8339
"T816",37.8833333333333,2025-08-21,"2025-08",366,333,27,6,0.9098,-0.0945,0.1454,0.10463310345422,0.8546,-0.2106,0.8101
"T816",19.9,2025-09-27,"2025-09",46,40,6,0,0.8696,-0.1398,0.0326,0.103481747235295,0.9674,-0.1911,0.826
"T816",39.8,2025-10-29,"2025-10",345,307,31,7,0.8899,-0.1167,0.0677,0.0498897405824546,0.9323,-0.1795,0.8357
"T816",19.9,2025-11-10,"2025-11",301,270,22,9,0.897,-0.1087,0.1025,0.0486383997817911,0.8975,-0.1915,0.8257
"T817",55.6333333333333,2025-07-31,"2025-07",414,377,35,2,0.9106,-0.0936,0.0794,0.0408443306314272,0.9206,-0.1589,0.8531
"T817",59.1166666666667,2025-08-01,"2025-08",294,264,26,4,0.898,-0.1076,0.0824,0.0765807129765713,0.9176,-0.1774,0.8374
"T817",59.7,2025-09-24,"2025-09",419,378,36,5,0.9021,-0.103,0.1166,0.0708887860093827,0.8834,-0.1957,0.8223
"T817",32.4833333333333,2025-10-21,"2025-10",340,308,31,1,0.9059,-0.0988,0.1258,0.0586977908115275,0.8742,-0.198,0.8204
"T817",55.6333333333333,2025-11-14,"2025-11",319,286,27,6,0.8966,-0.1092,0.1251,0.0597871120448769,0.8749,-0.2096,0.8109
"T818",29.3666666666667,2025-07-07,"2025-07",407,367,30,10,0.9017,-0.1035,0.1057,0.140455165865245,0.8943,-0.1879,0.8287
"T818",58.7333333333333,2025-08-26,"2025-08",523,470,39,14,0.8987,-0.1068,0.0778,0.0756996165014166,0.9222,-0.1734,0.8408
"T818",29.3666666666667,2025-09-05,"2025-09",72,64,8,0,0.8889,-0.1178,0.0436,0.128906157235364,0.9564,-0.17,0.8437
"T818",57.1666666666667,2025-10-15,"2025-10",443,398,36,9,0.8984,-0.1071,0.0495,0.0796672256712498,0.9505,-0.1599,0.8522
"T818",58.7333333333333,2025-11-13,"2025-11",539,487,42,10,0.9035,-0.1015,0.0804,0.0360652533610954,0.9196,-0.169,0.8445
"T819",61.8666666666667,2025-07-30,"2025-07",178,141,28,9,0.7921,-0.233,3.7448,2.29868829077545,0,NA,0
"T819",28.0833333333333,2025-08-30,"2025-08",30,22,6,2,0.7333,-0.3102,3.3634,2.76974217730432,0,NA,0
"T819",34.1666666666667,2025-09-30,"2025-09",82,63,12,7,0.7683,-0.2636,5.317,4.95345865973968,0,NA,0
"T819",36.55,2025-10-31,"2025-10",78,61,9,8,0.7821,-0.2458,2.4662,3.22736058525563,0,NA,0
"T819",51.5666666666667,2025-11-25,"2025-11",173,129,32,12,0.7457,-0.2935,0.4669,4.68218748095019,0.5331,-1.0225,0.3597
"T820",36.9,2025-07-03,"2025-07",130,87,30,13,0.6692,-0.4016,0.3255,0.71764035824999,0.6745,-0.8225,0.4393
"T820",20.95,2025-08-14,"2025-08",90,64,18,8,0.7111,-0.3409,0.4245,1.37096017371038,0.5755,-0.9688,0.3795
"T820",41.9,2025-09-19,"2025-09",138,89,38,11,0.6449,-0.4386,0.6251,2.13200542528863,0.3749,-1.6821,0.186
"T820",20.95,2025-10-29,"2025-10",102,70,22,10,0.6863,-0.3765,0.6322,1.27019237683379,0.3678,-1.6352,0.1949
"T820",37.4666666666667,2025-11-13,"2025-11",114,77,26,11,0.6754,-0.3924,0.7495,1.15651220306287,0.2505,-2.1102,0.1212
"T821",41.35,2025-07-07,"2025-07",279,245,31,3,0.8781,-0.13,0.0812,0.144556611173589,0.9188,-0.2026,0.8166
"T821",57.75,2025-08-21,"2025-08",385,336,45,4,0.8727,-0.1361,0.0739,0.113970698615289,0.9261,-0.2053,0.8144
"T821",40.6333333333333,2025-09-08,"2025-09",280,245,33,2,0.875,-0.1335,0.0774,0.0731078031563864,0.9226,-0.2042,0.8153
"T821",71.6333333333334,2025-10-14,"2025-10",373,331,38,4,0.8874,-0.1195,0.091,0.193141639478474,0.909,-0.196,0.822
"T821",64.3,2025-11-18,"2025-11",364,317,40,7,0.8709,-0.1383,0.0685,0.158919692645456,0.9315,-0.2046,0.815
"T852",41.35,2025-07-19,"2025-07",128,110,17,1,0.8594,-0.1515,0.0771,0.282223137962038,0.9229,-0.2247,0.7988
"T852",41.35,2025-08-23,"2025-08",170,152,17,1,0.8941,-0.1119,0.0449,0.181681721869698,0.9551,-0.1634,0.8493
"T852",79.9833333333333,2025-09-19,"2025-09",1199,1084,97,18,0.9041,-0.1008,0.0476,0.308383084626991,0.9524,-0.1515,0.8594
"T852",81.5666666666667,2025-10-09,"2025-10",1223,1120,91,12,0.9158,-0.088,0.0944,0.275859706038023,0.9056,-0.1623,0.8502
"T852",79.05,2025-11-07,"2025-11",1133,1025,85,23,0.9047,-0.1002,0.0437,0.123528833611159,0.9563,-0.1497,0.861
